-17 40526
-42 89853
23 95337
-38 83530
-3 58167
86 51098
40 91886
95 52212
-38 90948
0 96001
29 91702
58 6372
-33 26295
46 32819
94 28550
61 78814
-13 86144
31 87726
96 90399
15 22367
76 10395
-36 25484
-45 34576
72 5403
82 45589
24 74823
25 62129
-42 77520
-9 67937
94 39
74 94637
10 98265
23 96574
67 78612
30 73597
55 84592
27 90794
66 18976
75 4122
44 67244
56 58484
-39 19704
-5 39611
71 41738
72 23913
70 20385
16 69685
51 15681
-33 20991
3 69582
47 95269
99 11283
74 80600
51 44135
-5 87339
-1 67134
8 69795
-21 99137
27 412
-13 33304
60 15354
91 75577
-19 5041
-38 67648
-43 1900
93 53322
20 7753
72 15934
51 43917
87 5776
67 4150
97 9780
45 76098
76 99702
-32 82494
18 49889
-36 19397
-46 99237
97 49425
41 66819
30 20464
51 81195
22 33800
-11 49272
95 89901
-35 41675
9 44308
82 698
-18 76722
-29 45970
64 49756
-23 73414
93 70378
-30 9940
-5 55885
88 3829
-10 45954
71 53619
-42 14856
82 73822
-20 74289
58 31509
-44 83302
37 71705
-8 48957
35 35590
-7 46236
82 567
91 14356
-29 52767
57 36320
-44 79291
43 74323
58 78378
80 52151
50 26637
33 399
45 77739
95 6703
74 60075
88 99821
-10 87075
-32 37371
14 95374
-34 30851
-10 54670
42 37439
69 65795
-33 99574
83 938
-40 29075
-47 10867
89 18423
-22 45876
76 70751
-33 97136
6 50671
91 49332
26 88204
28 56119
88 9196
13 2576
-39 77453
61 74747
56 45245
-29 61453
-27 35962
7 36495
71 93627
93 95861
33 21025
4 84005
14 93558
8 76087
45 94392
27 17167
51 75698
-42 82925
-29 4463
86 62879
11 66060
40 56730
-21 29354
42 56405
29 91946
41 36413
39 61612
99 1016
-15 70104
88 53282
-14 25660
11 786
2 6541
44 70858
-15 57733
-5 93414
33 74418
-24 42165
79 59718
58 59455
0 83537
18 80985
-11 16284
90 16669
67 59103
1 67234
-12 73102
88 2470
-22 68080
-43 23349
-44 56118
-46 82308
-17 83256
-3 67010
100 39392
16 10989
-2 38682
-14 780
-4 90325
-42 57704
98 3750
-37 66892
-32 9307
71 89198
29 91743
55 52254
-24 62012
-28 94747
89 75385
19 20944
21 4571
-18 70408
65 56609
4 14569
41 88635
-29 29064
70 29912
71 18291
-18 98020
-20 65659
15 36386
-5 53974
43 68826
96 76367
85 43179
16 75338
-5 78298
-28 23704
-36 16932
-32 14543
86 59599
-10 47006
20 72264
41 61431
48 72784
12 92749
55 61354
49 56621
-29 28145
76 74388
-46 63001
7 51775
87 11823
8 92556
-49 46454
54 67024
63 67055
42 11914
-50 79324
83 42305
-49 16785
54 10331
97 98126
-50 24668
95 16290
-31 30296
-36 81485
-5 36940
-49 90252
-48 54764
-25 52945
86 59108
46 52167
-32 75670
55 60717
-12 16301
-9 69379
10 4695
-8 9934
1 26478
-14 61121
-20 21865
93 71547
0 68615
-26 4651
93 14854
-47 61517
-15 93947
2 61334
-10 61526
-3 20293
61 48606
16 37161
72 89879
32 99014
89 73317
41 89480
-36 35443
42 70337
23 22823
62 60139
-37 48934
-12 44341
9 68043
45 61551
45 76779
-28 40097
28 4218
24 95036
-9 24352
19 10451
70 86886
-2 25553
40 77308
-4 59089
52 87227
24 86862
69 73586
-42 95392
0 53227
74 3899
45 55138
-5 71741
31 37605
17 69803
71 77176
99 92327
94 12887
24 19093
-17 13767
44 23029
73 13759
48 53506
75 57444
67 61676
9 38543
-36 57027
33 25922
-29 69387
-25 11894
81 58185
21 35793
34 85833
-27 68390
96 71578
73 83105
-11 15853
52 20847
-18 33264
40 34607
49 5312
36 76865
96 83181
-33 7456
-23 82663
52 24459
-17 41121
84 7710
34 41634
72 31878
11 90958
-36 24168
-15 60901
32 92520
-10 39656
10 5455
-34 32979
49 23656
-41 1457
-24 1429
-47 83163
-11 57670
96 18841
-49 67588
-24 74181
-43 90037
13 47150
-17 4652
86 75571
-40 18566
83 57001
-40 92897
12 22691
-41 22489
20 80367
54 57321
-41 66155
56 20516
-38 96720
31 61822
25 3919
73 68742
56 66062
31 91822
69 70564
63 89562
-42 67111
48 33895
30 15361
90 63003
89 96652
17 91960
35 51665
-50 80506
75 577
83 51988
-35 94184
-15 88266
59 94122
12 34581
5 23179
-25 8601
96 22951
82 29146
26 31583
18 50390
14 12471
10 23744
-48 71175
43 28872
87 62927
-26 92597
-22 1588
72 66412
-30 93654
11 76745
6 41486
85 56176
5 76897
72 19099
35 93821
-7 69416
-30 44541
94 86778
-44 30112
98 3818
-43 29212
92 82853
28 9981
-31 59211
94 66607
-29 53169
-39 70356
46 21584
70 11017
-4 72082
53 42874
-1 27479
-14 67361
93 3130
74 62609
-17 6862
-42 36065
-37 55322
85 71681
-20 82382
60 66839
-25 95435
3 77598
-14 84446
-16 57700
25 9802
-34 30728
55 4339
-39 84240
43 95560
35 47119
64 71372
97 24839
-23 61932
-41 41225
57 67510
55 12567
39 61609
52 79962
-22 95129
4 35284
71 70938
23 91265
71 64099
-30 99096
18 55057
-16 94783
-3 62100
-42 69473
-43 48843
78 84696
84 51464
46 79297
39 87425
-6 75477
-19 29623
17 20186
-35 93124
24 92187
22 3306
-6 49584
-2 70199
-31 1142
53 96690
-34 56329
-9 14015
24 78236
23 54637
44 94902
15 33142
76 57317
33 97491
45 79675
-23 5304
30 96891
61 63143
35 99675
-3 23543
49 81991
80 4133
60 98468
55 12047
-5 99978
-2 34235
-14 25096
75 65257
6 62843
-1 92618
-45 2416
-35 14377
-27 39234
6 62132
81 43564
12 56075
52 38610
-10 96577
10 94706
40 13780
-29 91659
41 89562
49 48093
16 31870
71 50269
-47 53451
-12 38760
7 68342
91 94402
-32 33252
13 32500
-5 79870
68 65885
22 8186
31 1422
78 71625
99 86330
-44 26185
80 32355
50 61708
-16 82542
23 68011
68 32040
80 15646
39 66825
26 64405
24 38223
-37 70433
7 53425
14 97400
43 16934
35 47925
55 30209
-14 70388
-40 48515
-19 77890
37 79956
62 68709
33 82252
-40 54788
37 33250
-29 64752
6 96170
-1 24634
66 46505
46 4439
-49 91057
98 99404
69 59176
-12 32885
-36 18237
-30 71450
-28 89378
-48 42890
23 40863
74 53408
47 33221
-30 94640
-25 86046
61 95336
-22 57658
-3 28691
32 1193
85 2684
21 97884
-22 761
40 79045
-16 30663
-22 28719
14 56402
-1 87581
61 92749
-21 60672
97 66543
-5 23012
-11 11971
-41 94355
51 62088
76 85107
90 72266
54 16690
81 15462
12 61588
-47 80508
-1 52381
-12 76239
51 63070
40 77114
77 72726
-20 86811
-12 54589
42 9111
-48 55794
85 60842
72 52320
-31 23891
87 38837
65 97446
-40 34532
86 90731
-18 14862
-47 43225
-29 68660
61 18024
-24 13049
-36 86178
7 19967
58 32931
93 82837
-18 33012
11 59583
-13 36868
-3 28958
44 98843
67 12266
65 66753
50 5598
81 37762
9 79370
64 31993
28 93323
97 76406
27 29810
-10 5400
-8 35812
-18 80506
70 11665
-50 10164
19 51687
21 20463
-30 47635
-20 23783
-48 29895
36 43840
48 66384
93 18033
-28 26707
-41 72994
41 20125
-34 1866
68 33157
33 84033
66 99745
51 1795
-26 52259
13 48086
5 25823
-41 69477
52 66115
67 81332
90 5500
24 8556
46 10153
56 5074
77 76295
-36 18917
-32 5662
-22 70623
-24 46201
-37 89540
-50 94673
40 14704
-32 25845
61 8915
-11 13847
-33 57162
-19 5961
-15 84256
-32 63618
-42 62742
62 28972
37 65714
66 17310
62 72743
42 8753
-10 78321
-3 32611
94 72976
25 9907
-17 83119
-24 88488
89 92156
87 22348
-20 10561
-38 98444
97 42229
7 87663
54 11103
-6 76983
-41 84835
-15 78831
26 21864
-25 72531
96 86248
-30 93082
9 38894
26 42349
52 92369
19 23812
12 83366
-33 8935
5 82373
89 82592
42 17922
19 93672
-33 61661
99 82262
-18 16646
-40 11067
71 86285
4 4963
23 18421
25 72579
-11 44712
-47 46422
25 51348
-44 86374
43 51954
84 43546
-27 44891
84 5334
-49 58774
80 6427
-47 75091
8 94665
-35 54345
-48 2904
38 63290
60 16257
21 88223
23 68781
82 18035
73 89641
18 56824
54 72566
-45 19459
78 8265
18 81845
-16 53652
42 64887
-7 51013
0 64294
-7 24699
71 45750
59 68288
66 19986
-16 6246
57 24927
-34 57063
58 61777
61 83463
5 40230
65 75819
-10 39121
-6 11713
37 10489
39 55942
81 32993
69 35070
82 54300
90 45419
56 56777
-11 45008
-25 63902
30 63452
-27 64401
41 39617
75 71345
-1 43055
0 61257
95 47177
-25 33844
68 79231
10 110
52 78282
-40 17657
87 28693
60 8068
-26 72488
27 8473
63 30351
92 15557
-24 77502
57 1753
79 30071
-35 91675
90 67458
2 96716
-8 8706
-9 60988
-48 51234
33 43391
-34 85780
-40 86330
-27 39778
91 26910
-17 84027
-13 56446
44 62071
82 14789
96 37559
-9 2091
-17 31981
41 68056
2 95632
16 60376
-17 40390
-12 59495
-9 71575
36 788
83 56979
-3 97832
4 2866
25 35237
25 12476
15 89781
-1 72840
2 71402
-2 7030
-48 78209
72 84851
-49 82229
15 75054
0 84112
36 20252
-35 74332
8 45299
34 50938
95 42793
55 29453
10 68903
86 38005
76 27456
-16 62913
-23 65214
69 86201
51 12409
-48 24359
-45 42857
69 34089
-16 26073
-43 56689
-7 96936
1 35888
45 26504
53 11347
-28 17276
60 53500
74 75109
-33 11920
-24 90237
98 39442
52 82902
92 6458
0 88622
-4 5217
41 81671
-25 18770
92 2234
-31 34685
27 69052
36 40496
7 28085
45 47410
-15 59463
-21 92571
45 73802
-15 68696
-26 12163
100 98812
82 48404
-43 64535
46 82284
1 25031
52 70664
-32 29606
-13 54801
75 42393
96 96800
73 18782
-22 65484
37 22313
-26 59715
-38 12339
94 98866
72 5365
4 31529
-8 93694
-46 69554
30 14680
-43 27494
80 12635
-2 47090
87 81530
-31 44830
21 32855
57 28014
-37 65949
75 78879
-24 92309
-15 89436
38 41364
70 276
35 67479
18 2836
25 42750
59 42795
68 28974
-46 10411
-3 66477
11 27166
15 81904
71 70850
95 75611
52 42490
10 27472
-36 98296
23 85592
75 36596
56 1103
-32 51580
64 86112
31 99236
82 16962
-15 41940
53 97590
97 99121
60 73341
43 60049
10 36050
72 49574
-22 50815
66 65059
68 79143
56 5828
80 73789
51 24097
50 84484
-28 91336
61 65681
60 17588
99 35085
28 59115
20 3030
9 73727
9 38052
48 18951
-37 3872
-13 57976
-50 18367
1 79611
64 53913
20 68406
-22 59742
92 72545
95 25720
-1 5044
4 23192
48 1932
94 16024
49 81651
-16 31662
88 42941
59 33665
-26 34899
-37 97422
36 76889
26 34567
-13 6081
46 37739
41 68786
79 1461
31 56966
63 70690
-49 83576
-18 34555
-44 40787
95 14882
60 18102
-37 17346
7 16929
7 83861
100 66100
97 71815
33 61791
12 99862
-21 89363
-40 20756
18 58678
87 5224
27 78157
-34 40183
31 38699
22 35374
62 19962
-30 26151
58 83838
-43 63412
7 61142
91 54821
41 61131
-40 53507
40 88708
27 96820
93 65706
24 5989
28 58173
100 95508
49 17587
-7 70022
-48 16304
26 7142
88 22535
13 66429
35 38483
-19 22959
53 8635
94 50105
11 67078
-5 61078
80 65318
71 9348
7 29589
10 36713
-13 68440
14 17427
-36 19259
95 1235
21 27825
-5 41821
57 21617
-22 82271
65 41244
48 43945
38 95650
24 73808
60 88440
69 84457
-40 20714
-30 97907
80 44256
32 6600
20 72605
95 21658
80 91850
92 99439
61 44609
95 43716
-13 30435
46 26876
35 25386
-12 87050
12 190
9 48205
-17 25380
67 42760
-39 94148
-44 65852
72 73546
17 99884
-17 83691
-14 78860
25 97382
16 46854
72 42939
36 70251
-21 90764
50 82148
79 45159
-40 44559
36 9168
-27 72876
-28 53030
-27 86419
-26 75291
43 91969
98 18328
-1 3631
-44 9754
-18 76229
73 40565
-19 37367
40 3779
40 54984
85 98923
27 52178
24 86860
-36 27756
74 96483
38 82815
75 49532
4 47106
-45 45610
-8 99919
16 33924
88 40759
-10 22626
-12 54871
95 30344
-5 8045
26 9396
-3 53707
15 17979
44 68848
45 28340
-15 18938
6 26445
-11 62081
-11 49484
20 76473
-49 54498
91 6951
22 28061
-32 36230
-46 71675
-6 4021
-20 37200
29 10028
-50 71892
84 18694
0 46889
-37 94453
53 20027
-36 78090
80 34884
42 1972
88 88146
-31 99207
58 87095
73 7313
50 12414
-9 72542
55 85411
22 53846
88 94148
-3 90237
20 10170
91 30720
58 57574
-41 32409
35 79723
13 14541
-18 59654
80 16777
69 81886
50 38220
66 51773
-7 76615
56 9682
-28 27189
-31 2999
79 61216
77 18465
58 76068
72 17095
-33 84846
15 75560
79 97389
-40 29484
33 98313
4 54606
-9 22020
-31 63645
38 76265
-3 45446
16 9858
-24 53581
-49 94316
-38 79359
33 64435
22 11562
-10 25975
-25 81370
32 38687
70 53880
-42 54927
-6 6235
-9 47568
83 24636
-16 92261
35 59989
42 51229
93 5895
62 85614
-2 48630
87 14411
92 32033
54 63665
-10 80099
-2 73311
-3 88405
-21 58816
53 37887
-50 97223
-6 46566
61 48955
83 24305
40 36475
94 78431
78 31805
43 4840
-42 19956
88 19303
46 99330
94 18674
-18 49731
-5 877
79 34421
81 47632
31 17636
-39 37478
-49 33455
42 99478
66 8333
90 24721
75 54024
4 35407
-39 99136
44 73950
16 70462
45 87456
74 32405
-43 61442
86 59798
29 14820
-39 52326
56 93080
31 63134
50 88413
81 3168
86 60659
-33 75397
35 47522
27 67126
82 5700
61 46798
39 74131
15 97839
-14 78731
33 77348
65 67773
0 94902
52 31806
63 69760
-27 62205
87 49703
-5 46471
-7 18929
-21 32334
-47 48167
59 39993
36 31187
-2 6870
92 82398
-2 3013
-5 28205
-37 5770
28 31637
24 97493
-38 74145
79 90675
49 82560
100 81649
99 63841
58 3894
-14 52014
63 23323
62 90712
68 44929
40 48496
-25 49205
-26 35077
28 16158
98 8901
87 813
43 6051
-44 39595
84 61336
-18 6450
-17 51576
81 53534
4 3284
-14 35845
51 39753
66 67103
-36 61417
-30 81300
-27 87633
87 95910
47 43811
-22 12282
36 20912
29 54823
-13 5823
1 40126
47 20670
85 93691
69 86868
-39 17947
-29 26659
55 31219
62 34059
22 17272
24 42680
-48 50929
-20 42606
5 52703
14 31438
-17 78468
43 1500
-34 27363
61 28604
-15 46121
-32 66940
97 58442
-33 98171
22 30729
25 34883
61 86624
-1 77532
-36 96755
94 17114
-9 5
3 73333
-49 18515
-45 13417
-19 13352
-35 83282
-8 73843
57 72594
18 92874
86 54648
50 19345
80 87953
4 99795
-27 43520
55 85620
86 62358
20 41887
18 96800
-20 43226
37 38982
-15 68588
73 48753
82 5187
60 23769
-1 92110
-13 54366
-49 650
9 17422
-6 7802
72 13346
44 54277
92 11750
93 27745
31 89268
81 35117
29 43900
65 66864
37 78837
76 13998
96 2815
89 13725
-27 17561
-3 99498
-5 31171
-41 28626
39 17073
71 36570
63 95417
88 53722
82 51637
6 29285
80 25245
59 88187
67 903
62 39390
57 24644
90 77248
38 83840
7 9890
78 397
95 92229
-35 37769
94 78994
25 9465
-34 50572
49 70609
65 72988
38 8709
92 32638
-46 79710
-39 13327
0 57844
39 79261
-12 83671
66 89397
10 44016
28 34239
20 26776
-2 31320
0 78651
0 13692
80 94452
22 61463
32 80556
70 12770
-35 98830
-3 97322
82 33021
-1 31061
77 82083
-19 17110
71 18434
57 24234
-22 80932
-17 14152
12 70149
22 41544
42 47225
59 67759
6 29810
60 4398
6 22975
80 1665
88 94653
3 5390
-11 69533
99 19185
-9 90200
-5 82231
56 15324
93 79769
-43 40577
9 66423
5 40670
73 31934
43 31060
-23 15471
34 70753
-16 42732
-19 66211
-20 74844
-31 70621
25 56413
82 53798
73 64654
-6 51378
52 87296
-26 82086
99 96107
-27 87898
-15 25938
-4 80722
61 89342
15 91246
-4 33231
28 96547
-37 9551
53 18454
-49 60690
5 37310
-34 74076
37 2469
100 96993
73 15089
-12 56364
63 53843
56 54647
84 56413
87 2390
7 8765
94 5114
57 76398
26 5181
42 13331
90 99806
0 7565
45 55679
71 51603
46 43642
37 94825
35 18733
6 98658
8 99583
55 50070
36 19081
22 70296
93 80497
32 71562
37 74248
94 67899
-34 68235
30 80637
-22 18199
2 25639
90 31634
56 78197
-14 69130
65 40096
-3 48276
84 87036
29 65352
5 7902
33 53080
86 64229
-44 97058
43 34084
-30 23942
82 21909
19 79664
-31 36684
-32 84362
83 94367
81 8086
95 38555
-38 40979
-45 40069
-20 31977
-42 84882
-5 76488
80 28735
71 81237
22 71540
41 10243
-14 96375
32 73699
18 33906
-24 64290
-49 27903
94 95438
-18 45087
68 24751
43 75450
49 65828
58 41783
43 25792
-7 32211
-47 66039
1 44911
-37 29902
54 98890
91 90694
-9 78012
18 10123
-29 27357
-16 72371
15 58328
40 90302
98 70200
55 10459
-21 31148
-12 15203
59 59630
-20 99813
83 6578
43 62176
87 49666
55 70966
46 24204
18 33590
32 3000
-32 56708
51 35786
100 27807
94 19490
1 34319
-50 7219
39 30348
76 79817
65 4092
-38 76225
-10 8213
89 35488
-28 53566
-33 92970
-1 27604
-13 25820
41 90000
-27 47671
34 67589
-8 88775
-15 34150
19 84131
100 95545
44 11008
98 66693
-31 82254
49 29474
-20 70435
40 93785
6 86546
92 92077
4 38402
26 73969
-30 32587
41 69584
90 76168
53 50058
49 84581
48 56950
11 77941
94 99172
80 98547
37 94287
10 28035
3 65088
-37 58514
4 43297
73 71945
92 82987
86 91527
2 58595
6 72655
-19 77048
52 86957
-6 69175
19 57639
42 41443
76 13342
3 57869
2 72856
98 72308
97 29176
80 28284
-20 65574
59 38354
1 96543
89 73849
-39 38304
58 59136
96 84893
74 6509
-15 29359
58 31419
41 16384
-5 16779
65 61299
4 20607
42 37395
29 7946
-50 9215
86 92771
-7 59599
-48 91306
90 33867
-37 55867
61 95102
-6 93994
0 43030
-45 99863
-38 63755
80 65003
38 22080
35 31879
12 67203
100 95145
-4 18826
60 98526
55 70885
90 92679
21 72976
27 39863
87 27271
-29 25241
71 8324
-27 46064
22 58097
57 13483
-18 29379
-12 72353
0 1536
-46 5701
-34 71763
-20 15138
21 26762
12 63750
-31 89064
-34 16870
58 86524
-12 19338
12 83566
8 66925
12 25523
93 70893
1 42120
-16 84185
11 43445
-6 96721
96 26815
-5 90557
42 52377
3 2369
42 90622
65 6829
53 77700
73 88344
12 24271
96 35630
-10 52027
12 37397
-37 82470
-9 70506
82 27817
100 57472
-43 11787
-10 40911
100 35039
9 38306
-45 78869
87 19157
-27 4004
72 34185
88 79119
3 10770
52 9040
67 57996
8 86098
-14 50127
39 28430
-39 1249
28 88330
-6 20730
88 1790
-36 65380
72 36872
51 53578
57 24739
23 85500
-12 90279
70 67706
38 60786
50 39883
41 3257
-20 77149
-33 13958
76 71901
38 36908
-34 42007
69 84368
18 52059
-23 24625
30 62114
41 9749
26 69572
77 60234
65 32049
78 12034
6 84254
-4 78291
48 46976
76 56151
-46 10888
38 60562
87 48107
-3 76632
91 66168
21 22153
6 66971
22 92247
86 64633
-26 22874
59 6203
-40 1316
20 50197
50 68210
66 88206
34 65103
85 17418
89 68339
25 70593
-27 98393
58 78929
84 97745
53 85151
95 31496
50 91527
-16 62815
-32 89276
21 4537
47 76440
52 85699
40 97106
-20 80090
6 92817
